Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
54.0,No,Travel_Frequently,928.0,Research & Development,20,4,Life Sciences,1,450,4.0,Female,31,3,2,Research Scientist,3.0,Single,4869.0,16885,3.0,Y,No,12,3.0,4,80,0,20.0,4.0,2.0,4.0,3,0,3
43.0,No,Travel_Rarely,1001.0,Research & Development,7,3,Life Sciences,1,451,3.0,Female,43,3,3,Healthcare Representative,1.0,Married,9985.0,9262,8.0,Y,No,16,3.0,1,80,1,10.0,1.0,2.0,1.0,0,0,0
45.0,No,Travel_Rarely,549.0,Research & Development,8,4,Other,1,452,4.0,Male,75,3,2,Research Scientist,4.0,Married,3697.0,9278,9.0,Y,No,14,3.0,1,80,2,12.0,3.0,3.0,10.0,9,9,8
40.0,No,Travel_Rarely,1124.0,Sales,1,2,Medical,1,453,2.0,Male,57,1,2,Sales Executive,4.0,Married,7457.0,13273,2.0,Y,Yes,22,4.0,3,80,3,6.0,2.0,2.0,4.0,3,0,2
29.0,Yes,Travel_Rarely,318.0,Research & Development,8,4,Other,1,454,2.0,Male,77,1,1,Laboratory Technician,1.0,Married,2119.0,4759,1.0,Y,Yes,11,3.0,4,80,0,7.0,4.0,2.0,7.0,7,0,7
29.0,No,Travel_Rarely,738.0,Research & Development,9,5,Other,1,455,2.0,Male,30,2,1,Laboratory Technician,4.0,Single,3983.0,7621,0.0,Y,No,17,3.0,3,80,0,4.0,2.0,3.0,3.0,2,2,2
30.0,No,Travel_Rarely,570.0,Sales,5,3,Marketing,1,456,4.0,Female,30,2,2,Sales Executive,3.0,Divorced,6118.0,5431,1.0,Y,No,13,3.0,3,80,3,10.0,2.0,3.0,10.0,9,1,2
27.0,No,Travel_Rarely,1130.0,Sales,8,4,Marketing,1,458,2.0,Female,56,3,2,Sales Executive,2.0,Married,6214.0,3415,1.0,Y,No,18,3.0,1,80,1,8.0,3.0,3.0,8.0,7,0,7
37.0,No,Travel_Rarely,1192.0,Research & Development,5,2,Medical,1,460,4.0,Male,61,3,2,Manufacturing Director,4.0,Divorced,6347.0,23177,7.0,Y,No,16,3.0,3,80,2,8.0,2.0,2.0,6.0,2,0,4
38.0,No,Travel_Rarely,343.0,Research & Development,15,2,Life Sciences,1,461,3.0,Male,92,2,3,Research Director,4.0,Divorced,11510.0,15682,0.0,Y,Yes,14,3.0,2,80,1,12.0,3.0,3.0,11.0,10,2,9
31.0,No,Travel_Rarely,1232.0,Research & Development,7,4,Medical,1,462,3.0,Female,39,3,3,Manufacturing Director,4.0,Single,7143.0,25713,1.0,Y,Yes,14,3.0,3,80,0,11.0,2.0,2.0,11.0,9,4,10
29.0,No,Travel_Rarely,144.0,Sales,10,1,Marketing,1,463,4.0,Female,39,2,2,Sales Executive,2.0,Divorced,8268.0,11866,1.0,Y,Yes,14,3.0,1,80,2,7.0,2.0,3.0,7.0,7,1,7
35.0,No,Travel_Rarely,1296.0,Research & Development,5,4,Technical Degree,1,464,3.0,Male,62,3,3,Manufacturing Director,2.0,Single,8095.0,18264,0.0,Y,No,13,3.0,4,80,0,17.0,5.0,3.0,16.0,6,0,13
23.0,No,Travel_Rarely,1309.0,Research & Development,26,1,Life Sciences,1,465,3.0,Male,83,3,1,Research Scientist,4.0,Divorced,2904.0,16092,1.0,Y,No,12,3.0,3,80,2,4.0,2.0,2.0,4.0,2,0,2
41.0,No,Travel_Rarely,483.0,Research & Development,6,3,Medical,1,466,4.0,Male,95,2,2,Manufacturing Director,2.0,Single,6032.0,10110,6.0,Y,Yes,15,3.0,4,80,0,8.0,3.0,3.0,5.0,4,1,2
47.0,No,Travel_Frequently,1309.0,Sales,4,1,Medical,1,467,2.0,Male,99,3,2,Sales Representative,3.0,Single,2976.0,25751,3.0,Y,No,19,3.0,1,80,0,5.0,3.0,3.0,0.0,0,0,0
42.0,No,Travel_Rarely,810.0,Research & Development,23,5,Life Sciences,1,468,1.0,Female,44,3,4,Research Director,4.0,Single,15992.0,15901,2.0,Y,No,14,3.0,2,80,0,16.0,2.0,3.0,1.0,0,0,0
29.0,No,Non-Travel,746.0,Sales,2,3,Life Sciences,1,469,4.0,Male,61,3,2,Sales Executive,3.0,Married,4649.0,16928,1.0,Y,No,14,3.0,1,80,1,4.0,3.0,2.0,4.0,3,0,2
42.0,No,Travel_Rarely,544.0,Human Resources,2,1,Technical Degree,1,470,3.0,Male,52,3,1,Human Resources,3.0,Divorced,2696.0,24017,0.0,Y,Yes,11,3.0,3,80,1,4.0,5.0,3.0,3.0,2,1,0
32.0,No,Travel_Rarely,1062.0,Research & Development,2,3,Medical,1,471,3.0,Female,75,3,1,Laboratory Technician,2.0,Married,2370.0,3956,1.0,Y,No,13,3.0,3,80,1,8.0,4.0,3.0,8.0,0,0,7
48.0,No,Travel_Rarely,530.0,Sales,29,1,Medical,1,473,1.0,Female,91,3,3,Manager,3.0,Married,12504.0,23978,3.0,Y,No,21,4.0,2,80,1,15.0,3.0,1.0,0.0,0,0,0
37.0,No,Travel_Rarely,1319.0,Research & Development,6,3,Medical,1,474,3.0,Male,51,4,2,Research Scientist,1.0,Divorced,5974.0,17001,4.0,Y,Yes,13,3.0,1,80,2,13.0,2.0,3.0,7.0,7,6,7
30.0,No,Non-Travel,641.0,Sales,25,2,Technical Degree,1,475,4.0,Female,85,3,2,Sales Executive,3.0,Married,4736.0,6069,7.0,Y,Yes,12,3.0,2,80,1,4.0,2.0,4.0,2.0,2,2,2
26.0,No,Travel_Rarely,933.0,Sales,1,3,Life Sciences,1,476,3.0,Male,57,3,2,Sales Executive,3.0,Married,5296.0,20156,1.0,Y,No,17,3.0,2,80,1,8.0,3.0,3.0,8.0,7,7,7
42.0,No,Travel_Rarely,1332.0,Research & Development,2,4,Other,1,477,1.0,Male,98,2,2,Healthcare Representative,4.0,Single,6781.0,17078,3.0,Y,No,23,4.0,2,80,0,14.0,6.0,3.0,1.0,0,0,0
21.0,Yes,Travel_Frequently,756.0,Sales,1,1,Technical Degree,1,478,1.0,Female,99,2,1,Sales Representative,2.0,Single,2174.0,9150,1.0,Y,Yes,11,3.0,3,80,0,3.0,3.0,3.0,3.0,2,1,2
36.0,No,Non-Travel,845.0,Sales,1,5,Medical,1,479,4.0,Female,45,3,2,Sales Executive,4.0,Single,6653.0,15276,4.0,Y,No,15,3.0,2,80,0,7.0,6.0,3.0,1.0,0,0,0
36.0,No,Travel_Frequently,541.0,Sales,3,4,Medical,1,481,1.0,Male,48,2,3,Sales Executive,4.0,Married,9699.0,7246,4.0,Y,No,11,3.0,1,80,1,16.0,2.0,3.0,13.0,9,1,12
57.0,No,Travel_Rarely,593.0,Research & Development,1,4,Medical,1,482,4.0,Male,88,3,2,Healthcare Representative,3.0,Married,6755.0,2967,2.0,Y,No,11,3.0,3,80,0,15.0,2.0,3.0,3.0,2,1,2
40.0,No,Travel_Rarely,1171.0,Research & Development,10,4,Life Sciences,1,483,4.0,Female,46,4,1,Laboratory Technician,3.0,Married,2213.0,22495,3.0,Y,Yes,13,3.0,3,80,1,10.0,3.0,3.0,7.0,7,1,7
21.0,No,Non-Travel,895.0,Sales,9,2,Medical,1,484,1.0,Male,39,3,1,Sales Representative,4.0,Single,2610.0,2851,1.0,Y,No,24,4.0,3,80,0,3.0,3.0,2.0,3.0,2,2,2
33.0,Yes,Travel_Rarely,350.0,Sales,5,3,Marketing,1,485,4.0,Female,34,3,1,Sales Representative,3.0,Single,2851.0,9150,1.0,Y,Yes,13,3.0,2,80,0,1.0,2.0,3.0,1.0,0,0,0
37.0,No,Travel_Rarely,921.0,Research & Development,10,3,Medical,1,486,3.0,Female,98,3,1,Laboratory Technician,1.0,Married,3452.0,17663,6.0,Y,No,20,4.0,2,80,1,17.0,3.0,3.0,5.0,4,0,3
46.0,No,Non-Travel,1144.0,Research & Development,7,4,Medical,1,487,3.0,Female,30,3,2,Manufacturing Director,3.0,Married,5258.0,16044,2.0,Y,No,14,3.0,3,80,0,7.0,2.0,4.0,1.0,0,0,0
41.0,Yes,Travel_Frequently,143.0,Sales,4,3,Marketing,1,488,1.0,Male,56,3,2,Sales Executive,2.0,Single,9355.0,9558,1.0,Y,No,18,3.0,3,80,0,8.0,5.0,3.0,8.0,7,7,7
50.0,No,Travel_Rarely,1046.0,Research & Development,10,3,Technical Degree,1,491,4.0,Male,100,2,3,Healthcare Representative,4.0,Single,10496.0,2755,6.0,Y,No,15,3.0,4,80,0,20.0,2.0,3.0,4.0,3,1,3
40.0,Yes,Travel_Rarely,575.0,Sales,22,2,Marketing,1,492,3.0,Male,68,2,2,Sales Executive,3.0,Married,6380.0,6110,2.0,Y,Yes,12,3.0,1,80,2,8.0,6.0,3.0,6.0,4,1,0
31.0,No,Travel_Rarely,408.0,Research & Development,9,4,Life Sciences,1,493,3.0,Male,42,2,1,Research Scientist,2.0,Single,2657.0,7551,0.0,Y,Yes,16,3.0,4,80,0,3.0,5.0,3.0,2.0,2,2,2
21.0,Yes,Travel_Rarely,156.0,Sales,12,3,Life Sciences,1,494,3.0,Female,90,4,1,Sales Representative,2.0,Single,2716.0,25422,1.0,Y,No,15,3.0,4,80,0,1.0,0.0,3.0,1.0,0,0,0
29.0,No,Travel_Rarely,1283.0,Research & Development,23,3,Life Sciences,1,495,4.0,Male,54,3,1,Research Scientist,4.0,Single,2201.0,18168,9.0,Y,No,16,3.0,4,80,0,6.0,4.0,3.0,3.0,2,1,2
35.0,No,Travel_Rarely,755.0,Research & Development,9,4,Life Sciences,1,496,3.0,Male,97,2,2,Healthcare Representative,2.0,Single,6540.0,19394,9.0,Y,No,19,3.0,3,80,0,10.0,5.0,3.0,1.0,1,0,0
27.0,No,Travel_Rarely,1469.0,Research & Development,1,2,Medical,1,497,4.0,Male,82,3,1,Laboratory Technician,2.0,Divorced,3816.0,17881,1.0,Y,No,11,3.0,2,80,1,5.0,2.0,3.0,5.0,2,0,4
28.0,No,Travel_Rarely,304.0,Sales,9,4,Life Sciences,1,498,2.0,Male,92,3,2,Sales Executive,4.0,Single,5253.0,20750,1.0,Y,No,16,3.0,4,80,0,7.0,1.0,3.0,7.0,5,0,7
49.0,No,Travel_Rarely,1261.0,Research & Development,7,3,Other,1,499,2.0,Male,31,2,3,Healthcare Representative,3.0,Single,10965.0,12066,8.0,Y,No,24,4.0,3,80,0,26.0,2.0,3.0,5.0,2,0,0
51.0,No,Travel_Rarely,1178.0,Sales,14,2,Life Sciences,1,500,3.0,Female,87,3,2,Sales Executive,4.0,Married,4936.0,14862,4.0,Y,No,11,3.0,3,80,1,18.0,2.0,2.0,7.0,7,0,7
36.0,No,Travel_Rarely,329.0,Research & Development,2,3,Life Sciences,1,501,4.0,Female,96,3,1,Research Scientist,3.0,Married,2543.0,11868,4.0,Y,No,13,3.0,2,80,1,6.0,3.0,3.0,2.0,2,2,2
34.0,Yes,Non-Travel,1362.0,Sales,19,3,Marketing,1,502,1.0,Male,67,4,2,Sales Executive,4.0,Single,5304.0,4652,8.0,Y,Yes,13,3.0,2,80,0,9.0,3.0,2.0,5.0,2,0,4
55.0,No,Travel_Rarely,1311.0,Research & Development,2,3,Life Sciences,1,505,3.0,Female,97,3,4,Manager,4.0,Single,16536.0,23258,2.0,Y,Yes,13,3.0,3,80,0,28.5,2.0,3.0,5.0,4,1,2
24.0,No,Travel_Rarely,1371.0,Sales,10,4,Marketing,1,507,4.0,Female,77,3,2,Sales Executive,3.0,Divorced,4260.0,5915,1.0,Y,Yes,12,3.0,4,80,1,5.0,2.0,4.0,5.0,2,0,3
30.0,No,Travel_Rarely,202.0,Sales,2,1,Technical Degree,1,508,3.0,Male,72,3,1,Sales Representative,2.0,Married,2476.0,17434,1.0,Y,No,18,3.0,1,80,1,1.0,3.0,3.0,1.0,0,0,0
26.0,Yes,Travel_Frequently,575.0,Research & Development,3,1,Technical Degree,1,510,3.0,Male,73,3,1,Research Scientist,1.0,Single,3102.0,6582,0.0,Y,No,22,4.0,3,80,0,7.0,2.0,3.0,6.0,4,0,4
22.0,No,Travel_Rarely,253.0,Research & Development,11,3,Medical,1,511,1.0,Female,43,3,1,Research Scientist,2.0,Married,2244.0,24440,1.0,Y,No,13,3.0,4,80,1,2.0,1.0,3.0,2.0,1,1,2
36.0,No,Travel_Rarely,164.0,Sales,2,2,Medical,1,513,2.0,Male,61,2,3,Sales Executive,3.0,Married,7596.0,3809,1.0,Y,No,13,3.0,2,80,2,10.0,2.0,3.0,10.0,9,9,0
30.0,Yes,Travel_Frequently,464.0,Research & Development,4,3,Technical Degree,1,514,3.0,Male,40,3,1,Research Scientist,4.0,Single,2285.0,3427,9.0,Y,Yes,23,4.0,3,80,0,3.0,4.0,3.0,1.0,0,0,0
37.0,No,Travel_Rarely,1107.0,Research & Development,14,3,Life Sciences,1,515,4.0,Female,95,3,1,Laboratory Technician,1.0,Divorced,3034.0,26914,1.0,Y,No,12,3.0,3,80,1,18.0,2.0,2.0,18.0,7,12,17
40.0,No,Travel_Rarely,759.0,Sales,2,2,Marketing,1,516,4.0,Female,46,3,2,Sales Executive,2.0,Divorced,5715.0,22553,7.0,Y,No,12,3.0,3,80,2,8.0,5.0,3.0,5.0,4,1,3
42.0,No,Travel_Rarely,201.0,Research & Development,1,4,Life Sciences,1,517,2.0,Female,95,3,1,Laboratory Technician,1.0,Divorced,2576.0,20490,3.0,Y,No,16,3.0,2,80,1,8.0,5.0,3.0,5.0,2,1,2
37.0,No,Travel_Rarely,1305.0,Research & Development,10,4,Life Sciences,1,518,3.0,Male,49,3,2,Manufacturing Director,2.0,Single,4197.0,21123,2.0,Y,Yes,12,3.0,4,80,0,18.0,2.0,2.0,1.0,0,0,1
43.0,No,Travel_Rarely,982.0,Research & Development,12,3,Life Sciences,1,520,1.0,Male,59,2,4,Research Director,2.0,Divorced,14336.0,4345,1.0,Y,No,11,3.0,3,80,1,25.0,3.0,3.0,25.0,10,3,9
40.0,No,Travel_Rarely,555.0,Research & Development,2,3,Medical,1,521,2.0,Female,78,2,2,Laboratory Technician,3.0,Married,3448.0,13436,6.0,Y,No,22,4.0,2,80,1,20.0,3.0,3.0,1.0,0,0,0
54.0,No,Travel_Rarely,821.0,Research & Development,5,2,Medical,1,522,1.0,Male,86,3,5,Research Director,1.0,Married,16536.0,8509,4.0,Y,No,11,3.0,3,80,1,24.0,4.0,2.0,4.0,2,1,2
34.0,No,Non-Travel,1381.0,Sales,4,4,Marketing,1,523,3.0,Female,72,3,2,Sales Executive,3.0,Married,6538.0,12740,9.0,Y,No,15,3.0,1,80,1,6.0,3.0,3.0,3.0,2,1,2
31.0,No,Travel_Rarely,480.0,Research & Development,7,2,Medical,1,524,2.0,Female,31,3,2,Manufacturing Director,1.0,Married,4306.0,4156,1.0,Y,No,12,3.0,2,80,1,13.0,5.0,1.0,13.0,10,3,12
43.0,No,Travel_Frequently,313.0,Research & Development,21,3,Medical,1,525,4.0,Male,61,3,1,Laboratory Technician,4.0,Married,2258.0,15238,7.0,Y,No,20,4.0,1,80,1,8.0,1.0,3.0,3.0,2,1,2
43.0,No,Travel_Rarely,1473.0,Research & Development,8,4,Other,1,526,3.0,Female,74,3,2,Healthcare Representative,3.0,Divorced,4522.0,2227,4.0,Y,Yes,14,3.0,4,80,0,8.0,3.0,3.0,5.0,2,0,2
25.0,No,Travel_Rarely,891.0,Sales,4,2,Life Sciences,1,527,2.0,Female,99,2,2,Sales Executive,4.0,Single,4487.0,12090,1.0,Y,Yes,11,3.0,2,80,0,5.0,3.0,3.0,5.0,4,1,3
37.0,No,Non-Travel,1063.0,Research & Development,25,5,Medical,1,529,2.0,Female,72,3,2,Research Scientist,3.0,Married,4449.0,23866,3.0,Y,Yes,15,3.0,1,80,2,15.0,2.0,3.0,13.0,11,10,7
31.0,No,Travel_Rarely,329.0,Research & Development,1,2,Life Sciences,1,530,4.0,Male,98,2,1,Laboratory Technician,1.0,Married,2218.0,16193,1.0,Y,No,12,3.0,3,80,1,4.0,3.0,3.0,4.0,2,3,2
39.0,No,Travel_Frequently,1218.0,Research & Development,1,1,Life Sciences,1,531,2.0,Male,52,3,5,Manager,3.0,Divorced,16536.0,8213,1.0,Y,Yes,14,3.0,3,80,1,21.0,3.0,3.0,21.0,8,1,6
56.0,No,Travel_Frequently,906.0,Sales,6,3,Life Sciences,1,532,3.0,Female,86,4,4,Sales Executive,1.0,Married,13212.0,18256,9.0,Y,No,11,3.0,4,80,3,28.5,0.0,2.0,7.0,7,7,7
30.0,No,Travel_Rarely,1082.0,Sales,12,3,Technical Degree,1,533,2.0,Female,83,3,2,Sales Executive,3.0,Single,6577.0,19558,0.0,Y,No,11,3.0,2,80,0,6.0,6.0,3.0,5.0,4,4,4
41.0,No,Travel_Rarely,645.0,Sales,1,3,Marketing,1,534,2.0,Male,49,4,3,Sales Executive,1.0,Married,8392.0,19566,1.0,Y,No,16,3.0,3,80,1,10.0,2.0,3.0,10.0,7,0,7
28.0,No,Travel_Rarely,1300.0,Research & Development,17,2,Medical,1,536,3.0,Male,79,3,2,Laboratory Technician,1.0,Divorced,4558.0,13535,1.0,Y,No,12,3.0,4,80,1,10.0,2.0,3.0,10.0,0,1,8
25.0,Yes,Travel_Rarely,688.0,Research & Development,3,3,Medical,1,538,1.0,Male,91,3,1,Laboratory Technician,1.0,Married,4031.0,9396,5.0,Y,No,13,3.0,3,80,1,6.0,5.0,3.0,2.0,2,0,2
52.0,No,Travel_Rarely,319.0,Research & Development,3,3,Medical,1,543,4.0,Male,39,2,3,Manufacturing Director,3.0,Married,7969.0,19609,2.0,Y,Yes,14,3.0,3,80,0,28.0,4.0,3.0,5.0,4,0,4
45.0,No,Travel_Rarely,192.0,Research & Development,10,2,Life Sciences,1,544,1.0,Male,69,3,1,Research Scientist,4.0,Married,2654.0,9655,3.0,Y,No,21,4.0,4,80,2,8.0,3.0,2.0,2.0,2,0,2
52.0,No,Travel_Rarely,1490.0,Research & Development,4,2,Life Sciences,1,546,4.0,Female,30,3,4,Manager,4.0,Married,16536.0,10310,2.0,Y,No,13,3.0,4,80,0,28.5,2.0,1.0,5.0,2,1,4
42.0,No,Travel_Frequently,532.0,Research & Development,29,2,Life Sciences,1,547,1.0,Female,92,3,2,Research Scientist,3.0,Divorced,4556.0,12932,2.0,Y,No,11,3.0,2,80,1,19.0,3.0,3.0,5.0,4,0,2
30.0,No,Travel_Rarely,317.0,Research & Development,2,3,Life Sciences,1,548,3.0,Female,43,1,2,Manufacturing Director,4.0,Single,6091.0,24793,2.0,Y,No,20,4.0,3,80,0,11.0,2.0,3.0,5.0,4,0,2
60.0,No,Travel_Rarely,422.0,Research & Development,7,3,Life Sciences,1,549,1.0,Female,41,3,5,Manager,1.0,Married,16536.0,3854,5.0,Y,No,11,3.0,4,80,0,28.5,5.0,1.0,29.0,8,11,10
46.0,No,Travel_Rarely,1485.0,Research & Development,18,3,Medical,1,550,3.0,Female,87,3,2,Manufacturing Director,3.0,Divorced,4810.0,26314,2.0,Y,No,14,3.0,3,80,1,19.0,5.0,2.0,10.0,7,0,8
42.0,No,Travel_Frequently,1368.0,Research & Development,28,4,Technical Degree,1,551,4.0,Female,88,2,2,Healthcare Representative,4.0,Married,4523.0,4386,0.0,Y,No,11,3.0,4,80,3,7.0,4.0,4.0,6.0,5,0,4
24.0,Yes,Travel_Rarely,1448.0,Sales,1,1,Technical Degree,1,554,1.0,Female,62,3,1,Sales Representative,2.0,Single,3202.0,21972,1.0,Y,Yes,16,3.0,2,80,0,6.0,4.0,3.0,5.0,3,1,4
34.0,Yes,Travel_Frequently,296.0,Sales,6,2,Marketing,1,555,4.0,Female,33,1,1,Sales Representative,3.0,Divorced,2351.0,12253,0.0,Y,No,16,3.0,4,80,1,3.0,3.0,2.0,2.0,2,1,0
38.0,No,Travel_Frequently,1490.0,Research & Development,2,2,Life Sciences,1,556,4.0,Male,42,3,1,Laboratory Technician,4.0,Married,1702.0,12106,1.0,Y,Yes,23,4.0,3,80,1,1.0,3.0,3.0,1.0,0,0,0
40.0,No,Travel_Rarely,1398.0,Sales,2,4,Life Sciences,1,558,3.0,Female,79,3,5,Manager,3.0,Married,16536.0,13022,0.0,Y,No,14,3.0,4,80,0,21.0,2.0,3.0,20.0,15,1,12
26.0,No,Travel_Rarely,1349.0,Research & Development,23,3,Life Sciences,1,560,1.0,Female,90,3,1,Research Scientist,4.0,Divorced,2886.0,3032,1.0,Y,No,22,4.0,2,80,2,3.0,3.0,1.0,3.0,2,0,2
30.0,No,Non-Travel,1400.0,Research & Development,3,3,Life Sciences,1,562,3.0,Male,53,3,1,Laboratory Technician,4.0,Married,2097.0,16734,4.0,Y,No,15,3.0,3,80,1,9.0,3.0,1.0,5.0,3,1,4
29.0,No,Travel_Rarely,986.0,Research & Development,3,4,Medical,1,564,2.0,Male,93,2,3,Research Director,3.0,Married,11935.0,21526,1.0,Y,No,18,3.0,3,80,0,10.0,2.0,3.0,10.0,2,0,7
29.0,Yes,Travel_Rarely,408.0,Research & Development,25,5,Technical Degree,1,565,3.0,Female,71,2,1,Research Scientist,2.0,Married,2546.0,18300,5.0,Y,No,16,3.0,2,80,0,6.0,2.0,4.0,2.0,2,1,1
19.0,Yes,Travel_Rarely,489.0,Human Resources,2,2,Technical Degree,1,566,1.0,Male,52,2,1,Human Resources,4.0,Single,2564.0,18437,1.0,Y,No,12,3.0,3,80,0,1.0,3.0,4.0,1.0,0,0,0
30.0,No,Non-Travel,1398.0,Sales,22,4,Other,1,567,3.0,Female,69,3,3,Sales Executive,1.0,Married,8412.0,2890,0.0,Y,No,11,3.0,3,80,0,10.0,3.0,3.0,9.0,8,7,8
57.0,No,Travel_Rarely,210.0,Sales,29,3,Marketing,1,568,1.0,Male,56,2,4,Manager,4.0,Divorced,14118.0,22102,3.0,Y,No,12,3.0,3,80,1,28.5,3.0,2.0,1.0,0,0,0
50.0,No,Travel_Rarely,1099.0,Research & Development,29,4,Life Sciences,1,569,2.0,Male,88,2,4,Manager,3.0,Married,16536.0,9314,0.0,Y,No,15,3.0,2,80,1,28.0,2.0,3.0,27.0,10,15,7
30.0,No,Non-Travel,1116.0,Research & Development,2,3,Medical,1,571,3.0,Female,49,3,1,Laboratory Technician,4.0,Single,2564.0,7181,0.0,Y,No,14,3.0,3,80,0,12.0,2.0,2.0,11.0,7,6,7
60.0,No,Travel_Frequently,1499.0,Sales,28,3,Marketing,1,573,3.0,Female,80,2,3,Sales Executive,1.0,Married,10266.0,2845,4.0,Y,No,19,3.0,4,80,0,22.0,5.0,4.0,18.0,13,13,11
47.0,No,Travel_Rarely,983.0,Research & Development,2,2,Medical,1,574,1.0,Female,65,3,2,Manufacturing Director,4.0,Divorced,5070.0,7389,5.0,Y,No,13,3.0,3,80,3,20.0,2.0,3.0,5.0,0,0,4
46.0,No,Travel_Rarely,1009.0,Research & Development,2,3,Life Sciences,1,575,1.0,Male,51,3,4,Research Director,3.0,Married,16536.0,2288,6.0,Y,No,13,3.0,3,80,0,26.0,2.0,1.0,3.0,2,0,1
35.0,No,Travel_Rarely,144.0,Research & Development,22,3,Life Sciences,1,577,4.0,Male,46,1,1,Laboratory Technician,3.0,Single,4230.0,19225,0.0,Y,No,15,3.0,3,80,0,6.0,2.0,3.0,5.0,4,4,3
54.0,No,Travel_Rarely,548.0,Research & Development,8,4,Life Sciences,1,578,3.0,Female,42,3,2,Laboratory Technician,3.0,Single,3780.0,23428,7.0,Y,No,11,3.0,3,80,0,19.0,3.0,3.0,1.0,0,0,0
34.0,No,Travel_Rarely,1303.0,Research & Development,2,4,Life Sciences,1,579,4.0,Male,62,2,1,Research Scientist,3.0,Divorced,2768.0,8416,3.0,Y,No,12,3.0,3,80,1,14.0,3.0,3.0,7.0,3,5,7
46.0,No,Travel_Rarely,1125.0,Sales,10,3,Marketing,1,580,3.0,Female,94,2,3,Sales Executive,4.0,Married,9071.0,11563,2.0,Y,Yes,19,3.0,3,80,1,15.0,3.0,3.0,3.0,2,1,2
31.0,No,Travel_Rarely,1274.0,Research & Development,9,1,Life Sciences,1,581,3.0,Male,33,3,3,Manufacturing Director,2.0,Divorced,10648.0,14394,1.0,Y,No,25,4.0,4,80,1,13.0,6.0,4.0,13.0,8,0,8
33.0,Yes,Travel_Rarely,1277.0,Research & Development,15,1,Medical,1,582,2.0,Male,56,3,3,Manager,3.0,Married,13610.0,24619,7.0,Y,Yes,12,3.0,4,80,0,15.0,2.0,4.0,7.0,6,7,7
33.0,Yes,Travel_Rarely,587.0,Research & Development,10,1,Medical,1,584,1.0,Male,38,1,1,Laboratory Technician,4.0,Divorced,3408.0,6705,7.0,Y,No,13,3.0,1,80,3,8.0,2.0,3.0,4.0,3,1,3
30.0,No,Travel_Rarely,413.0,Sales,7,1,Marketing,1,585,4.0,Male,57,3,1,Sales Representative,2.0,Single,2983.0,18398,0.0,Y,No,14,3.0,1,80,0,4.0,3.0,3.0,3.0,2,1,2
35.0,No,Travel_Rarely,1276.0,Research & Development,16,3,Life Sciences,1,586,4.0,Male,72,3,3,Healthcare Representative,3.0,Married,7632.0,14295,4.0,Y,Yes,12,3.0,3,80,0,10.0,2.0,3.0,8.0,7,0,0
31.0,Yes,Travel_Frequently,534.0,Research & Development,20,3,Life Sciences,1,587,1.0,Male,66,3,3,Healthcare Representative,3.0,Married,9824.0,22908,3.0,Y,No,12,3.0,1,80,0,12.0,2.0,3.0,1.0,0,0,0
34.0,Yes,Travel_Frequently,988.0,Human Resources,23,3,Human Resources,1,590,2.0,Female,43,3,3,Human Resources,1.0,Divorced,9950.0,11533,9.0,Y,Yes,15,3.0,3,80,3,11.0,2.0,3.0,3.0,2,0,2
42.0,No,Travel_Frequently,1474.0,Research & Development,5,2,Other,1,591,2.0,Male,97,3,1,Laboratory Technician,3.0,Married,2093.0,9260,4.0,Y,No,17,3.0,4,80,1,8.0,4.0,3.0,2.0,2,2,0
36.0,No,Non-Travel,635.0,Sales,10,4,Medical,1,592,2.0,Male,32,3,3,Sales Executive,4.0,Single,9980.0,15318,1.0,Y,No,14,3.0,4,80,0,10.0,3.0,2.0,10.0,3,9,7
22.0,Yes,Travel_Frequently,1368.0,Research & Development,4,1,Technical Degree,1,593,3.0,Male,99,2,1,Laboratory Technician,3.0,Single,3894.0,9129,5.0,Y,No,16,3.0,3,80,0,4.0,3.0,3.0,2.0,2,1,2
48.0,No,Travel_Rarely,163.0,Sales,2,5,Marketing,1,595,2.0,Female,37,3,2,Sales Executive,4.0,Married,4051.0,19658,2.0,Y,No,14,3.0,1,80,1,14.0,2.0,3.0,9.0,7,6,7
55.0,No,Travel_Rarely,1117.0,Sales,18,5,Life Sciences,1,597,1.0,Female,83,3,4,Manager,2.0,Single,16536.0,9873,3.0,Y,No,23,4.0,4,80,0,28.5,2.0,3.0,10.0,9,7,7
41.0,No,Non-Travel,267.0,Sales,10,2,Life Sciences,1,599,4.0,Male,56,3,2,Sales Executive,4.0,Single,6230.0,13430,7.0,Y,No,14,3.0,4,80,0,16.0,3.0,3.0,14.0,3,1,10
35.0,No,Travel_Rarely,619.0,Sales,1,3,Marketing,1,600,2.0,Male,85,3,2,Sales Executive,3.0,Married,4717.0,18659,9.0,Y,No,11,3.0,3,80,0,15.0,2.0,3.0,11.0,9,6,9
